,number,value,datetime_start,datetime_complete,duration,params_voltage,params_width,params_x,params_y,params_z,state
4249,4249,0.6875,2026-04-05 15:18:10.795651,2026-04-05 15:18:17.500233,0 days 00:00:06.704582,299,1,114.8,150.8,0.01,COMPLETE
4250,4250,0.6875,2026-04-05 15:18:17.511869,2026-04-05 15:18:24.237904,0 days 00:00:06.726035,356,1,117.0,153.3,0.0,COMPLETE
4251,4251,0.825,2026-04-05 15:18:24.249754,2026-04-05 15:18:58.251302,0 days 00:00:34.001548,383,1,118.1,155.8,0.11,COMPLETE
4252,4252,0.6875,2026-04-05 15:18:58.266086,2026-04-05 15:19:05.228358,0 days 00:00:06.962272,320,1,116.9,155.9,0.12,COMPLETE
4253,4253,0.6875,2026-04-05 15:19:05.239553,2026-04-05 15:19:11.802480,0 days 00:00:06.562927,317,1,117.7,155.1,0.05,COMPLETE
4254,4254,0.6875,2026-04-05 15:19:11.818077,2026-04-05 15:19:18.554169,0 days 00:00:06.736092,343,1,115.0,156.8,0.29,COMPLETE
4255,4255,0.825,2026-04-05 15:19:18.569224,2026-04-05 15:19:52.780532,0 days 00:00:34.211308,403,1,118.5,155.1,0.22,COMPLETE
4256,4256,0.6875,2026-04-05 15:19:52.792192,2026-04-05 15:19:59.515365,0 days 00:00:06.723173,385,1,117.6,155.4,0.13,COMPLETE
4257,4257,0.6875,2026-04-05 15:19:59.530602,2026-04-05 15:20:06.250864,0 days 00:00:06.720262,397,1,118.0,152.2,0.02,COMPLETE
4258,4258,0.825,2026-04-05 15:20:06.266531,2026-04-05 15:20:40.388803,0 days 00:00:34.122272,390,1,118.3,155.7,0.6900000000000001,COMPLETE
4259,4259,0.6875,2026-04-05 15:20:40.400780,2026-04-05 15:20:47.230226,0 days 00:00:06.829446,384,1,115.9,155.9,0.02,COMPLETE
4260,4260,0.6875,2026-04-05 15:20:47.246025,2026-04-05 15:20:53.968038,0 days 00:00:06.722013,393,2,114.6,157.9,0.07,COMPLETE
4261,4261,0.6875,2026-04-05 15:20:53.982726,2026-04-05 15:21:00.956774,0 days 00:00:06.974048,368,1,117.9,154.1,0.01,COMPLETE
4262,4262,0.6875,2026-04-05 15:21:00.971568,2026-04-05 15:21:07.523786,0 days 00:00:06.552218,390,1,116.9,155.0,0.3,COMPLETE
4263,4263,0.825,2026-04-05 15:21:07.538427,2026-04-05 15:21:41.568337,0 days 00:00:34.029910,381,1,117.8,153.2,0.19,COMPLETE
4264,4264,0.6875,2026-04-05 15:21:41.583066,2026-04-05 15:21:48.416303,0 days 00:00:06.833237,336,1,117.0,149.9,0.05,COMPLETE
4265,4265,0.825,2026-04-05 15:21:48.431584,2026-04-05 15:22:23.037527,0 days 00:00:34.605943,402,1,120.1,156.3,0.37,COMPLETE
4266,4266,0.6875,2026-04-05 15:22:23.052649,2026-04-05 15:22:30.029478,0 days 00:00:06.976829,349,1,116.3,154.1,0.3,COMPLETE
4267,4267,0.6875,2026-04-05 15:22:30.044282,2026-04-05 15:22:36.642277,0 days 00:00:06.597995,420,3,117.6,154.8,0.03,COMPLETE
4268,4268,0.6875,2026-04-05 15:22:36.656988,2026-04-05 15:22:43.467350,0 days 00:00:06.810362,417,2,117.4,157.7,0.05,COMPLETE
4269,4269,0.825,2026-04-05 15:22:43.481502,2026-04-05 15:23:17.845808,0 days 00:00:34.364306,411,1,118.3,153.0,0.05,COMPLETE
4270,4270,0.6875,2026-04-05 15:23:17.860844,2026-04-05 15:23:24.678515,0 days 00:00:06.817671,361,2,117.1,155.1,0.37,COMPLETE
4271,4271,0.6875,2026-04-05 15:23:24.693148,2026-04-05 15:23:31.178843,0 days 00:00:06.485695,390,1,117.0,155.9,0.22,COMPLETE
4272,4272,0.6875,2026-04-05 15:23:31.190120,2026-04-05 15:23:37.625030,0 days 00:00:06.434910,364,1,116.9,155.7,0.28,COMPLETE
4273,4273,0.6875,2026-04-05 15:23:37.635912,2026-04-05 15:23:44.119151,0 days 00:00:06.483239,317,1,117.3,155.2,0.02,COMPLETE
4274,4274,0.6875,2026-04-05 15:23:44.134082,2026-04-05 15:23:50.850587,0 days 00:00:06.716505,457,3,115.7,152.5,0.04,COMPLETE
4275,4275,0.6875,2026-04-05 15:23:50.862455,2026-04-05 15:23:57.881155,0 days 00:00:07.018700,385,1,116.6,156.0,0.01,COMPLETE
4276,4276,0.6875,2026-04-05 15:23:57.896159,2026-04-05 15:24:04.570390,0 days 00:00:06.674231,347,1,114.8,155.0,0.04,COMPLETE
4277,4277,0.825,2026-04-05 15:24:04.585800,2026-04-05 15:24:11.764206,0 days 00:00:07.178406,391,1,116.9,155.8,0.03,COMPLETE
4278,4278,0.6875,2026-04-05 15:24:11.776584,2026-04-05 15:24:18.632335,0 days 00:00:06.855751,364,1,114.8,155.4,0.34,COMPLETE
4279,4279,0.6875,2026-04-05 15:24:18.647091,2026-04-05 15:24:25.347041,0 days 00:00:06.699950,376,1,115.4,153.3,0.16,COMPLETE
4280,4280,0.6875,2026-04-05 15:24:25.362079,2026-04-05 15:24:31.829789,0 days 00:00:06.467710,361,2,115.5,153.1,0.45,COMPLETE
4281,4281,0.6875,2026-04-05 15:24:31.844277,2026-04-05 15:24:38.569075,0 days 00:00:06.724798,403,1,117.3,155.6,0.02,COMPLETE
4282,4282,0.825,2026-04-05 15:24:38.584515,2026-04-05 15:25:12.525221,0 days 00:00:33.940706,370,2,116.9,154.2,0.05,COMPLETE
4283,4283,0.6875,2026-04-05 15:25:12.540959,2026-04-05 15:25:20.171310,0 days 00:00:07.630351,249,1,113.2,159.5,0.9400000000000001,COMPLETE
4284,4284,0.6875,2026-04-05 15:25:20.186828,2026-04-05 15:25:27.276305,0 days 00:00:07.089477,347,1,113.0,153.3,0.3,COMPLETE
4285,4285,0.6875,2026-04-05 15:25:27.290965,2026-04-05 15:25:34.330481,0 days 00:00:07.039516,483,2,116.0,157.7,0.07,COMPLETE
4286,4286,0.825,2026-04-05 15:25:34.342290,2026-04-05 15:26:08.597867,0 days 00:00:34.255577,416,1,118.2,153.2,0.11,COMPLETE
4287,4287,0.6875,2026-04-05 15:26:08.608154,2026-04-05 15:26:15.446582,0 days 00:00:06.838428,407,1,116.3,153.5,0.34,COMPLETE
4288,4288,0.825,2026-04-05 15:26:15.461485,2026-04-05 15:26:22.476711,0 days 00:00:07.015226,361,1,116.0,153.3,0.04,COMPLETE
4289,4289,0.6875,2026-04-05 15:26:22.491656,2026-04-05 15:26:29.531508,0 days 00:00:07.039852,434,1,118.5,159.2,0.55,COMPLETE
4290,4290,0.825,2026-04-05 15:26:29.546366,2026-04-05 15:26:36.978491,0 days 00:00:07.432125,494,2,117.2,153.8,0.02,COMPLETE
4291,4291,0.6875,2026-04-05 15:26:36.993338,2026-04-05 15:26:43.776098,0 days 00:00:06.782760,382,1,116.0,154.3,0.04,COMPLETE
4292,4292,0.6875,2026-04-05 15:26:43.787808,2026-04-05 15:26:50.269200,0 days 00:00:06.481392,420,1,116.0,152.8,0.0,COMPLETE
4293,4293,0.6875,2026-04-05 15:26:50.283946,2026-04-05 15:26:57.044143,0 days 00:00:06.760197,302,2,117.5,153.9,0.0,COMPLETE
4294,4294,0.6875,2026-04-05 15:26:57.059128,2026-04-05 15:27:03.419471,0 days 00:00:06.360343,380,1,117.1,154.0,0.3,COMPLETE
4295,4295,0.825,2026-04-05 15:27:03.434381,2026-04-05 15:27:37.427699,0 days 00:00:33.993318,424,1,119.1,154.8,0.46,COMPLETE
4296,4296,0.6875,2026-04-05 15:27:37.442584,2026-04-05 15:27:44.327195,0 days 00:00:06.884611,432,2,115.7,155.9,0.0,COMPLETE
4297,4297,0.825,2026-04-05 15:27:44.341953,2026-04-05 15:28:18.362322,0 days 00:00:34.020369,419,1,119.2,154.2,0.23,COMPLETE
4298,4298,0.6875,2026-04-05 15:28:18.374255,2026-04-05 15:28:25.088273,0 days 00:00:06.714018,422,1,117.4,153.9,0.01,COMPLETE
4299,4299,0.825,2026-04-05 15:28:25.104720,2026-04-05 15:28:59.089419,0 days 00:00:33.984699,422,1,119.7,156.4,0.28,COMPLETE
4300,4300,0.6875,2026-04-05 15:28:59.104707,2026-04-05 15:29:06.338579,0 days 00:00:07.233872,338,1,116.1,154.6,0.26,COMPLETE
4301,4301,0.825,2026-04-05 15:29:06.350913,2026-04-05 15:29:40.543958,0 days 00:00:34.193045,391,2,119.3,157.2,0.02,COMPLETE
4302,4302,0.6875,2026-04-05 15:29:40.556807,2026-04-05 15:29:47.529047,0 days 00:00:06.972240,356,1,117.8,154.9,0.5,COMPLETE
4303,4303,0.6875,2026-04-05 15:29:47.544866,2026-04-05 15:29:54.329723,0 days 00:00:06.784857,386,1,116.8,157.6,0.06,COMPLETE
4304,4304,0.825,2026-04-05 15:29:54.344542,2026-04-05 15:30:28.427486,0 days 00:00:34.082944,408,1,118.7,157.3,0.07,COMPLETE
4305,4305,0.6875,2026-04-05 15:30:28.438799,2026-04-05 15:30:35.384050,0 days 00:00:06.945251,382,1,114.8,155.6,0.29,COMPLETE
4306,4306,0.6875,2026-04-05 15:30:35.400187,2026-04-05 15:30:41.898329,0 days 00:00:06.498142,346,1,115.5,155.9,0.3,COMPLETE
4307,4307,0.6875,2026-04-05 15:30:41.913160,2026-04-05 15:30:48.397213,0 days 00:00:06.484053,396,1,115.6,156.5,0.51,COMPLETE
4308,4308,0.6875,2026-04-05 15:30:48.411876,2026-04-05 15:30:55.171831,0 days 00:00:06.759955,433,1,115.5,153.8,0.37,COMPLETE
4309,4309,0.6875,2026-04-05 15:30:55.186010,2026-04-05 15:31:01.900665,0 days 00:00:06.714655,372,1,118.7,154.0,0.34,COMPLETE
4310,4310,0.825,2026-04-05 15:31:01.915784,2026-04-05 15:31:36.016294,0 days 00:00:34.100510,429,1,117.9,157.6,0.0,COMPLETE
4311,4311,0.6875,2026-04-05 15:31:36.031199,2026-04-05 15:31:42.953416,0 days 00:00:06.922217,400,1,117.0,153.7,0.46,COMPLETE
4312,4312,0.825,2026-04-05 15:31:42.968481,2026-04-05 15:32:16.989593,0 days 00:00:34.021112,379,1,118.4,157.0,0.26,COMPLETE
4313,4313,0.825,2026-04-05 15:32:17.004457,2026-04-05 15:32:51.008292,0 days 00:00:34.003835,431,1,121.3,156.0,0.07,COMPLETE
4314,4314,0.6875,2026-04-05 15:32:51.018746,2026-04-05 15:32:57.957159,0 days 00:00:06.938413,414,1,117.6,153.8,0.22,COMPLETE
4315,4315,0.6875,2026-04-05 15:32:57.971548,2026-04-05 15:33:05.430626,0 days 00:00:07.459078,248,1,114.1,159.8,0.19,COMPLETE
4316,4316,0.6875,2026-04-05 15:33:05.445839,2026-04-05 15:33:12.338679,0 days 00:00:06.892840,404,1,116.9,156.1,0.24,COMPLETE
4317,4317,0.6875,2026-04-05 15:33:12.352795,2026-04-05 15:33:18.912589,0 days 00:00:06.559794,383,1,115.9,155.2,0.33,COMPLETE
4318,4318,0.6875,2026-04-05 15:33:18.928123,2026-04-05 15:33:25.650371,0 days 00:00:06.722248,385,1,115.9,157.5,0.01,COMPLETE
4319,4319,0.825,2026-04-05 15:33:25.661662,2026-04-05 15:33:59.882853,0 days 00:00:34.221191,465,1,121.4,156.9,0.36,COMPLETE
4320,4320,0.6875,2026-04-05 15:33:59.894331,2026-04-05 15:34:07.256242,0 days 00:00:07.361911,398,1,115.3,154.0,0.21,COMPLETE
4321,4321,0.6875,2026-04-05 15:34:07.271085,2026-04-05 15:34:14.023881,0 days 00:00:06.752796,466,1,117.8,152.9,0.0,COMPLETE
4322,4322,0.825,2026-04-05 15:34:14.036319,2026-04-05 15:34:48.291812,0 days 00:00:34.255493,369,1,118.5,156.1,0.07,COMPLETE
4323,4323,0.6875,2026-04-05 15:34:48.306996,2026-04-05 15:34:55.699941,0 days 00:00:07.392945,410,1,113.7,150.3,0.02,COMPLETE
4324,4324,0.6875,2026-04-05 15:34:55.714003,2026-04-05 15:35:03.016444,0 days 00:00:07.302441,335,1,117.9,153.8,0.31,COMPLETE
4325,4325,0.6875,2026-04-05 15:35:03.028104,2026-04-05 15:35:09.659604,0 days 00:00:06.631500,341,1,117.1,155.2,0.03,COMPLETE
4326,4326,0.6875,2026-04-05 15:35:09.674063,2026-04-05 15:35:16.244344,0 days 00:00:06.570281,396,1,115.9,155.9,0.0,COMPLETE
4327,4327,0.6875,2026-04-05 15:35:16.259609,2026-04-05 15:35:22.793641,0 days 00:00:06.534032,383,1,115.2,156.7,0.38,COMPLETE
4328,4328,0.6875,2026-04-05 15:35:22.808108,2026-04-05 15:35:29.307716,0 days 00:00:06.499608,393,1,114.6,156.5,0.01,COMPLETE
4329,4329,0.6875,2026-04-05 15:35:29.320739,2026-04-05 15:35:36.031969,0 days 00:00:06.711230,370,1,116.0,153.7,0.03,COMPLETE
4330,4330,0.6875,2026-04-05 15:35:36.046909,2026-04-05 15:35:43.640279,0 days 00:00:07.593370,253,2,123.7,155.8,0.22,COMPLETE
4331,4331,0.6875,2026-04-05 15:35:43.654988,2026-04-05 15:35:50.569657,0 days 00:00:06.914669,418,1,120.2,158.5,0.01,COMPLETE
4332,4332,0.6875,2026-04-05 15:35:50.581789,2026-04-05 15:35:57.937564,0 days 00:00:07.355775,264,2,126.3,158.1,1.09,COMPLETE
4333,4333,0.6875,2026-04-05 15:35:57.952534,2026-04-05 15:36:05.580993,0 days 00:00:07.628459,340,1,116.2,157.9,0.0,COMPLETE
4334,4334,0.6875,2026-04-05 15:36:05.595946,2026-04-05 15:36:12.341916,0 days 00:00:06.745970,443,1,116.4,155.5,0.24,COMPLETE
4335,4335,0.825,2026-04-05 15:36:12.356999,2026-04-05 15:36:46.033304,0 days 00:00:33.676305,458,3,116.4,155.7,0.14,COMPLETE
4336,4336,0.825,2026-04-05 15:36:46.048069,2026-04-05 15:37:20.336542,0 days 00:00:34.288473,348,1,119.4,154.4,0.0,COMPLETE
4337,4337,0.6875,2026-04-05 15:37:20.351697,2026-04-05 15:37:27.653090,0 days 00:00:07.301393,272,1,115.2,153.3,0.37,COMPLETE
4338,4338,0.6875,2026-04-05 15:37:27.667953,2026-04-05 15:37:34.370066,0 days 00:00:06.702113,425,1,117.3,154.2,0.21,COMPLETE
4339,4339,0.825,2026-04-05 15:37:34.385482,2026-04-05 15:38:08.448107,0 days 00:00:34.062625,352,2,117.6,156.1,0.03,COMPLETE
4340,4340,0.6875,2026-04-05 15:38:08.463087,2026-04-05 15:38:15.446213,0 days 00:00:06.983126,433,1,117.1,152.2,0.28,COMPLETE
4341,4341,0.6875,2026-04-05 15:38:15.458076,2026-04-05 15:38:21.969764,0 days 00:00:06.511688,393,1,116.2,152.7,0.64,COMPLETE
4342,4342,0.6875,2026-04-05 15:38:21.985030,2026-04-05 15:38:28.584941,0 days 00:00:06.599911,444,1,117.3,153.8,0.23,COMPLETE
4343,4343,0.825,2026-04-05 15:38:28.596804,2026-04-05 15:39:03.004053,0 days 00:00:34.407249,449,1,123.3,154.9,0.19,COMPLETE
4344,4344,0.6875,2026-04-05 15:39:03.018312,2026-04-05 15:39:10.864640,0 days 00:00:07.846328,367,1,114.4,154.3,0.02,COMPLETE
4345,4345,0.825,2026-04-05 15:39:10.878853,2026-04-05 15:39:44.948381,0 days 00:00:34.069528,423,1,119.2,154.4,0.02,COMPLETE
4346,4346,0.6875,2026-04-05 15:39:44.963060,2026-04-05 15:39:52.053235,0 days 00:00:07.090175,397,1,114.6,152.9,0.28,COMPLETE
4347,4347,0.825,2026-04-05 15:39:52.068006,2026-04-05 15:40:26.184643,0 days 00:00:34.116637,378,1,118.7,154.7,0.32,COMPLETE
4348,4348,0.6875,2026-04-05 15:40:26.196231,2026-04-05 15:40:33.132652,0 days 00:00:06.936421,428,1,116.4,157.9,0.44,COMPLETE
4349,4349,0.6875,2026-04-05 15:40:33.147461,2026-04-05 15:40:39.991687,0 days 00:00:06.844226,418,1,115.8,153.9,0.01,COMPLETE
4350,4350,0.6875,2026-04-05 15:40:40.003745,2026-04-05 15:40:46.998382,0 days 00:00:06.994637,357,1,116.1,156.5,0.36,COMPLETE
4351,4351,0.6875,2026-04-05 15:40:47.013407,2026-04-05 15:40:53.985847,0 days 00:00:06.972440,448,1,121.0,155.2,0.5700000000000001,COMPLETE
4352,4352,0.825,2026-04-05 15:40:54.001231,2026-04-05 15:41:28.143770,0 days 00:00:34.142539,463,1,117.8,156.8,0.26,COMPLETE
4353,4353,0.6875,2026-04-05 15:41:28.158971,2026-04-05 15:41:35.672540,0 days 00:00:07.513569,213,3,114.9,159.2,1.9100000000000001,COMPLETE
4354,4354,0.6875,2026-04-05 15:41:35.687985,2026-04-05 15:41:42.449021,0 days 00:00:06.761036,389,1,116.7,156.6,0.66,COMPLETE
4355,4355,0.6875,2026-04-05 15:41:42.464095,2026-04-05 15:41:48.943851,0 days 00:00:06.479756,397,1,116.4,156.8,0.33,COMPLETE
4356,4356,0.6875,2026-04-05 15:41:48.956414,2026-04-05 15:41:55.901012,0 days 00:00:06.944598,371,1,115.9,151.6,0.34,COMPLETE
4357,4357,0.6875,2026-04-05 15:41:55.916440,2026-04-05 15:42:02.677974,0 days 00:00:06.761534,412,1,116.4,155.0,0.6,COMPLETE
4358,4358,0.6875,2026-04-05 15:42:02.688764,2026-04-05 15:42:09.225231,0 days 00:00:06.536467,461,1,116.6,154.4,0.0,COMPLETE
4359,4359,0.6875,2026-04-05 15:42:09.240556,2026-04-05 15:42:15.822210,0 days 00:00:06.581654,420,1,117.4,155.4,0.26,COMPLETE
4360,4360,0.6875,2026-04-05 15:42:15.832414,2026-04-05 15:42:22.636431,0 days 00:00:06.804017,327,2,117.0,156.5,0.55,COMPLETE
4361,4361,0.6875,2026-04-05 15:42:22.652255,2026-04-05 15:42:30.069502,0 days 00:00:07.417247,349,3,119.4,148.3,0.01,COMPLETE
4362,4362,0.6875,2026-04-05 15:42:30.084649,2026-04-05 15:42:38.027051,0 days 00:00:07.942402,163,2,117.1,156.4,1.72,COMPLETE
4363,4363,0.6875,2026-04-05 15:42:38.040125,2026-04-05 15:42:44.892076,0 days 00:00:06.851951,383,1,115.8,152.9,0.03,COMPLETE
4364,4364,0.6875,2026-04-05 15:42:44.906677,2026-04-05 15:42:51.538131,0 days 00:00:06.631454,356,1,115.6,154.6,0.0,COMPLETE
4365,4365,0.6875,2026-04-05 15:42:51.549562,2026-04-05 15:42:58.310413,0 days 00:00:06.760851,430,2,115.7,157.2,0.67,COMPLETE
4366,4366,0.6875,2026-04-05 15:42:58.325130,2026-04-05 15:43:04.880898,0 days 00:00:06.555768,410,1,115.9,156.1,0.26,COMPLETE
4367,4367,0.825,2026-04-05 15:43:04.895714,2026-04-05 15:43:38.687321,0 days 00:00:33.791607,417,1,116.5,155.5,0.01,COMPLETE
4368,4368,0.6875,2026-04-05 15:43:38.698198,2026-04-05 15:43:45.526777,0 days 00:00:06.828579,431,1,115.7,152.2,0.0,COMPLETE
4369,4369,0.6875,2026-04-05 15:43:45.541974,2026-04-05 15:43:52.347805,0 days 00:00:06.805831,405,1,117.1,155.8,0.26,COMPLETE
4370,4370,0.6875,2026-04-05 15:43:52.362917,2026-04-05 15:43:59.127364,0 days 00:00:06.764447,394,3,115.3,152.9,1.12,COMPLETE
4371,4371,0.6875,2026-04-05 15:43:59.141870,2026-04-05 15:44:06.097495,0 days 00:00:06.955625,337,2,114.8,155.8,0.31,COMPLETE
4372,4372,0.825,2026-04-05 15:44:06.113004,2026-04-05 15:44:40.133926,0 days 00:00:34.020922,475,3,117.7,155.3,0.05,COMPLETE
4373,4373,0.6875,2026-04-05 15:44:40.149259,2026-04-05 15:44:47.240687,0 days 00:00:07.091428,389,1,114.3,154.6,0.01,COMPLETE
4374,4374,0.6875,2026-04-05 15:44:47.251862,2026-04-05 15:44:53.736748,0 days 00:00:06.484886,385,2,113.7,154.2,0.47000000000000003,COMPLETE
4375,4375,0.6875,2026-04-05 15:44:53.751490,2026-04-05 15:45:00.496811,0 days 00:00:06.745321,398,2,117.1,153.5,0.28,COMPLETE
4376,4376,0.6875,2026-04-05 15:45:00.508193,2026-04-05 15:45:08.500170,0 days 00:00:07.991977,163,2,121.2,158.8,1.96,COMPLETE
4377,4377,0.825,2026-04-05 15:45:08.515138,2026-04-05 15:45:23.939129,0 days 00:00:15.423991,460,2,114.2,155.0,0.02,COMPLETE
4378,4378,0.825,2026-04-05 15:45:23.951311,2026-04-05 15:45:57.952694,0 days 00:00:34.001383,450,1,117.8,154.8,0.24,COMPLETE
4379,4379,0.6875,2026-04-05 15:45:57.963185,2026-04-05 15:46:04.970508,0 days 00:00:07.007323,379,1,115.8,155.0,0.61,COMPLETE
4380,4380,0.825,2026-04-05 15:46:04.985580,2026-04-05 15:46:39.169995,0 days 00:00:34.184415,361,1,118.1,156.4,0.35000000000000003,COMPLETE
4381,4381,0.825,2026-04-05 15:46:39.184528,2026-04-05 15:47:13.214127,0 days 00:00:34.029599,456,1,119.5,154.6,0.02,COMPLETE
4382,4382,0.6875,2026-04-05 15:47:13.229290,2026-04-05 15:47:20.315379,0 days 00:00:07.086089,393,1,115.0,155.3,0.23,COMPLETE
4383,4383,0.6875,2026-04-05 15:47:20.327692,2026-04-05 15:47:27.114738,0 days 00:00:06.787046,261,1,116.0,155.6,0.04,COMPLETE
4384,4384,0.6875,2026-04-05 15:47:27.128269,2026-04-05 15:47:33.808861,0 days 00:00:06.680592,450,1,117.0,157.4,0.14,COMPLETE
4385,4385,0.6875,2026-04-05 15:47:33.825296,2026-04-05 15:47:40.769742,0 days 00:00:06.944446,344,1,115.2,156.0,0.0,COMPLETE
4386,4386,0.6875,2026-04-05 15:47:40.785403,2026-04-05 15:47:47.401906,0 days 00:00:06.616503,329,1,116.8,155.5,0.33,COMPLETE
4387,4387,0.825,2026-04-05 15:47:47.416435,2026-04-05 15:48:21.337650,0 days 00:00:33.921215,450,1,117.4,157.1,0.01,COMPLETE
4388,4388,0.6875,2026-04-05 15:48:21.352320,2026-04-05 15:48:28.904522,0 days 00:00:07.552202,210,2,123.5,154.5,0.28,COMPLETE
4389,4389,0.6875,2026-04-05 15:48:28.915028,2026-04-05 15:48:35.504960,0 days 00:00:06.589932,458,2,124.5,156.7,0.58,COMPLETE
4390,4390,0.6875,2026-04-05 15:48:35.520691,2026-04-05 15:48:42.950868,0 days 00:00:07.430177,300,1,117.9,152.6,0.07,COMPLETE
4391,4391,0.825,2026-04-05 15:48:42.966546,2026-04-05 15:48:47.947912,0 days 00:00:04.981366,397,1,118.1,153.7,0.01,COMPLETE
4392,4392,0.6875,2026-04-05 15:48:47.963036,2026-04-05 15:48:54.627962,0 days 00:00:06.664926,381,2,115.1,152.6,0.01,COMPLETE
4393,4393,0.825,2026-04-05 15:48:54.643104,2026-04-05 15:49:28.900146,0 days 00:00:34.257042,350,1,118.3,155.9,0.26,COMPLETE
4394,4394,0.825,2026-04-05 15:49:28.913132,2026-04-05 15:50:02.944023,0 days 00:00:34.030891,405,1,116.8,156.6,0.01,COMPLETE
4395,4395,0.0,2026-04-05 15:50:02.954935,2026-04-05 15:50:09.749531,0 days 00:00:06.794596,377,2,116.5,153.5,0.0,COMPLETE
4396,4396,0.6875,2026-04-05 15:50:09.764292,2026-04-05 15:50:16.346459,0 days 00:00:06.582167,365,2,115.1,153.8,0.07,COMPLETE
4397,4397,0.825,2026-04-05 15:50:16.358916,2026-04-05 15:50:51.057672,0 days 00:00:34.698756,417,2,123.6,154.7,0.27,COMPLETE
4398,4398,0.6875,2026-04-05 15:50:51.069835,2026-04-05 15:50:58.739941,0 days 00:00:07.670106,324,2,114.1,156.3,0.05,COMPLETE
4399,4399,0.6875,2026-04-05 15:50:58.755866,2026-04-05 15:51:05.465081,0 days 00:00:06.709215,353,2,117.4,153.8,0.58,COMPLETE
4400,4400,0.6875,2026-04-05 15:51:05.480236,2026-04-05 15:51:12.230228,0 days 00:00:06.749992,434,1,114.7,157.1,0.3,COMPLETE
4401,4401,0.825,2026-04-05 15:51:12.245364,2026-04-05 15:51:46.645817,0 days 00:00:34.400453,374,2,118.0,154.7,0.07,COMPLETE
4402,4402,0.6875,2026-04-05 15:51:46.659328,2026-04-05 15:51:53.545368,0 days 00:00:06.886040,405,1,115.1,154.0,0.29,COMPLETE
4403,4403,0.6875,2026-04-05 15:51:53.560259,2026-04-05 15:52:00.351794,0 days 00:00:06.791535,439,1,116.5,157.4,0.3,COMPLETE
4404,4404,0.6875,2026-04-05 15:52:00.366903,2026-04-05 15:52:07.157427,0 days 00:00:06.790524,405,1,117.2,153.7,0.27,COMPLETE
4405,4405,0.6875,2026-04-05 15:52:07.172745,2026-04-05 15:52:14.272023,0 days 00:00:07.099278,352,2,115.1,148.1,1.1300000000000001,COMPLETE
4406,4406,0.6875,2026-04-05 15:52:14.283360,2026-04-05 15:52:21.792092,0 days 00:00:07.508732,298,1,116.4,155.1,0.49,COMPLETE
4407,4407,0.6875,2026-04-05 15:52:21.806704,2026-04-05 15:52:28.547795,0 days 00:00:06.741091,312,2,116.8,152.0,0.13,COMPLETE
4408,4408,0.6875,2026-04-05 15:52:28.562824,2026-04-05 15:52:35.223164,0 days 00:00:06.660340,396,2,114.9,152.6,0.16,COMPLETE
4409,4409,0.6875,2026-04-05 15:52:35.238501,2026-04-05 15:52:41.793411,0 days 00:00:06.554910,367,2,116.1,152.8,0.16,COMPLETE
4410,4410,0.825,2026-04-05 15:52:41.808512,2026-04-05 15:52:49.015161,0 days 00:00:07.206649,415,1,115.9,154.9,0.2,COMPLETE
4411,4411,0.6875,2026-04-05 15:52:49.026920,2026-04-05 15:52:55.793769,0 days 00:00:06.766849,371,2,117.1,154.5,0.12,COMPLETE
4412,4412,0.6875,2026-04-05 15:52:55.807537,2026-04-05 15:53:02.519450,0 days 00:00:06.711913,377,2,115.0,153.7,0.05,COMPLETE
4413,4413,0.6875,2026-04-05 15:53:02.534964,2026-04-05 15:53:09.144116,0 days 00:00:06.609152,394,2,115.8,152.4,0.03,COMPLETE
4414,4414,0.6875,2026-04-05 15:53:09.159978,2026-04-05 15:53:15.641516,0 days 00:00:06.481538,358,1,115.1,152.5,0.24,COMPLETE
4415,4415,0.6875,2026-04-05 15:53:15.656566,2026-04-05 15:53:22.493273,0 days 00:00:06.836707,459,1,118.9,154.0,0.58,COMPLETE
4416,4416,0.825,2026-04-05 15:53:22.508666,2026-04-05 15:53:56.680257,0 days 00:00:34.171591,363,1,118.8,155.5,0.29,COMPLETE
4417,4417,0.825,2026-04-05 15:53:56.695492,2026-04-05 15:54:30.746001,0 days 00:00:34.050509,400,2,119.3,152.9,0.0,COMPLETE
4418,4418,0.825,2026-04-05 15:54:30.761426,2026-04-05 15:55:05.027262,0 days 00:00:34.265836,387,1,118.3,157.5,0.01,COMPLETE
4419,4419,0.6875,2026-04-05 15:55:05.042651,2026-04-05 15:55:12.299007,0 days 00:00:07.256356,431,1,116.7,151.9,0.3,COMPLETE
4420,4420,0.825,2026-04-05 15:55:12.311104,2026-04-05 15:55:46.767527,0 days 00:00:34.456423,464,1,123.0,153.4,0.47000000000000003,COMPLETE
4421,4421,0.6875,2026-04-05 15:55:46.782194,2026-04-05 15:55:54.197648,0 days 00:00:07.415454,326,2,117.2,154.0,0.0,COMPLETE
4422,4422,0.825,2026-04-05 15:55:54.212211,2026-04-05 15:56:28.220399,0 days 00:00:34.008188,432,1,119.3,155.9,0.31,COMPLETE
4423,4423,0.6875,2026-04-05 15:56:28.235234,2026-04-05 15:56:35.353262,0 days 00:00:07.118028,471,3,115.0,157.9,0.01,COMPLETE
4424,4424,0.6875,2026-04-05 15:56:35.366001,2026-04-05 15:56:42.260649,0 days 00:00:06.894648,424,1,115.6,153.3,0.25,COMPLETE
